Account Name,Account ID,Added to marketo data update flow,Google Review URL,Funeral Home Logos URL,Facebook Page URL,,Final FB Reviews URL,Notes,URL Param/ client code,Core RG URL,Alternate RG URL Core,,Client Review Gateway URL,Alternate (Alias URL),,Survey URL,,Start Start Lead Import Info →,,GWLW- Contact Name,GWLW - Contact ID,GWLW - User ID,Landing Pg Campaign ID,Source,,GWLW Signup URL Core,Client GWLW Signup URL,,RG- Contact Name,RG - Contact ID,RG- User ID,Source,Survey core URL
Hockaday Funeral Home and Cremation Services- Roanoke Rapids,001U000000ijKnM,FALSE,https://search.google.com/local/writereview?placeid=ChIJI3ZGmNgQrokRcMHA4XWMt-s,https://info.preplanafuneral.com/rs/852-LNK-689/images/Hockaday%20logo.png,https://www.facebook.com/carlislencompany,/reviews/,https://www.facebook.com/carlislencompany/reviews/,,79,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=79,https://review.funeralservicesurvey.com/reviews.html?client_code=79,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=79,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=79,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Holland Funeral Directors - Tupelo,001U000000El1ZkIA,FALSE,https://search.google.com/local/writereview?placeid=ChIJl5JNf5hOh4gRBoqYOWijHt0,https://info.preplanafuneral.com/rs/852-LNK-689/images/Holland%20Funeral%20Directors%20Logo%20w_%20address.jpg,https://www.facebook.com/hollandfuneraldirectors,/reviews/,https://www.facebook.com/hollandfuneraldirectors/reviews/,,130,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=130,https://review.funeralservicesurvey.com/reviews.html?client_code=130,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=130,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=130,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Hooper Huddleston & Horner - Baxter,0014O0000274yRlQAI,FALSE,https://search.google.com/local/writereview?placeid=ChIJhVbLDq_fZogR2Uq2L-hh7y8,https://info.preplanafuneral.com/rs/852-LNK-689/images/hhhlogo.jpg,https://www.facebook.com/pages/Hooper-Huddleston-Funeral-Home/160834180604107,/reviews/,https://www.facebook.com/pages/Hooper-Huddleston-Funeral-Home/160834180604107/reviews/,,131,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=131,https://review.funeralservicesurvey.com/reviews.html?client_code=131,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=131,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=131,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Hooper-Huddleston & Horner Funeral Homes & Cremation Services - Cookeville,001U0000006gRvsIAE,FALSE,https://search.google.com/local/writereview?placeid=ChIJ71rjMhMiZ4gRmMGL2IXwqA4,https://info.preplanafuneral.com/rs/852-LNK-689/images/hhhlogo.jpg,https://www.facebook.com/hhhfunerals,/reviews/,https://www.facebook.com/hhhfunerals/reviews/,,132,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=132,https://review.funeralservicesurvey.com/reviews.html?client_code=132,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=132,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=132,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Hultgren Funeral Home - Wheaton,001U000000Ekz2nIAB,FALSE,https://search.google.com/local/writereview?placeid=ChIJN4XQoItUDogRBoqBv3VvPbY,https://info.preplanafuneral.com/rs/852-LNK-689/images/HFH%20Logo%20from%20Yorke.jpg,https://www.facebook.com/HultgrenFuneralHome,/reviews/,https://www.facebook.com/HultgrenFuneralHome/reviews/,,133,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=133,https://review.funeralservicesurvey.com/reviews.html?client_code=133,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=133,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=133,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Imes Funeral Home & Crematory - Murray,001U0000006gRvtIAE,FALSE,https://search.google.com/local/writereview?placeid=ChIJ28L_38BSeogRU0xnACbNc3g,https://info.preplanafuneral.com/rs/852-LNK-689/images/Imes%20Logo%202.png,https://www.facebook.com/ImesHeritageFuneral,/reviews/,https://www.facebook.com/ImesHeritageFuneral/reviews/,,134,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=134,https://review.funeralservicesurvey.com/reviews.html?client_code=134,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=134,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=134,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
J.M. Dunbar Funeral Home & Crematory - Roebuck,001U000001VU92e,FALSE,https://search.google.com/local/writereview?placeid=ChIJEZ1MZH6eV4gR8KS2tPCSmLs,https://info.preplanafuneral.com/rs/852-LNK-689/images/Dunbar%20Logo.jpg,https://www.facebook.com/dunbarfuneralhome,/reviews/,https://www.facebook.com/dunbarfuneralhome/reviews/,,82,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=82,https://review.funeralservicesurvey.com/reviews.html?client_code=82,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=82,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=82,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jandt-Fredrickson Bangor Chapel,0010B000022xCNJQA2,FALSE,https://search.google.com/local/writereview?placeid=ChIJF6JKMWak_ocRnmpqXXbOCgY,https://info.preplanafuneral.com/rs/852-LNK-689/images/jandt-logo2.png,https://www.facebook.com/JandtFredickson,/reviews/,https://www.facebook.com/JandtFredickson/reviews/,,135,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=135,https://review.funeralservicesurvey.com/reviews.html?client_code=135,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=135,,,,,0034O00002hHv7F,0054O000006tUBi,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=135,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jandt-Fredrickson Caledonia Chapel,0010B000022xCNdQAM,FALSE,https://search.google.com/local/writereview?placeid=ChIJ9-aEe-fn-4cR0QLpMY8YODw,https://info.preplanafuneral.com/rs/852-LNK-689/images/jandt-logo2.png,https://www.facebook.com/JandtFredickson,/reviews/,https://www.facebook.com/JandtFredickson/reviews/,,136,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=136,https://review.funeralservicesurvey.com/reviews.html?client_code=136,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=136,,,,,0034O00002hHv7t,0054O000006tUBi,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=136,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jandt-Fredrickson Jostad Chapel,0010B000022xCMuQAM,FALSE,https://search.google.com/local/writereview?placeid=ChIJN9fW1guv_ocRLkky_Qml6ZA,https://info.preplanafuneral.com/rs/852-LNK-689/images/jandt-logo2.png,https://www.facebook.com/JandtFredickson,/reviews/,https://www.facebook.com/JandtFredickson/reviews/,,137,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=137,https://review.funeralservicesurvey.com/reviews.html?client_code=137,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=137,,,,,0034O00002ZmUPZ,0054O000006tUBi,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=137,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jandt-Fredrickson Woodruff Chapel,0010B000022xCMQQA2,FALSE,https://search.google.com/local/writereview?placeid=ChIJ2at03fb_-4cRe0nD22toJFo,https://info.preplanafuneral.com/rs/852-LNK-689/images/jandt-logo2.png,https://www.facebook.com/JandtFredickson,/reviews/,https://www.facebook.com/JandtFredickson/reviews/,,138,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=138,https://review.funeralservicesurvey.com/reviews.html?client_code=138,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=138,,,,,0034O00002hHv75,0054O000006tUBi,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=138,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jarrell Funeral Home,001U000000gMXbY,FALSE,https://search.google.com/local/writereview?placeid=ChIJVVVhsptmZIgRSTkEWcHafY0,https://info.preplanafuneral.com/rs/852-LNK-689/images/Jarrell%20FH.png,https://www.facebook.com/jarrellfuneralhome,/reviews/,https://www.facebook.com/jarrellfuneralhome/reviews/,,169,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=169,https://review.funeralservicesurvey.com/reviews.html?client_code=169,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=169,,,,,003U000000u9qJK,0054O000008r18A,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=169,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Joyners Funeral home,001U000000rlCY8,FALSE,https://search.google.com/local/writereview?placeid=ChIJNamUsiknrIkRY-BIdX3wLTQ,https://info.preplanafuneral.com/rs/852-LNK-689/images/Joyner%27s%20Logo.jpg,https://www.facebook.com/joynersfuneralhome,/reviews/,https://www.facebook.com/joynersfuneralhome/reviews/,,84,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=84,https://review.funeralservicesurvey.com/reviews.html?client_code=84,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=84,,,,Aaron Pendley,0034O0000309qm0,0054O00000A8uGO,7014O000001FFYp,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=84,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jurrens Funeral Home of Ashton,0014O000029msIL,FALSE,https://search.google.com/local/writereview?placeid=ChIJ0-TRzFpejIcRllGQt169n6g,https://info.preplanafuneral.com/rs/852-LNK-689/images/JFH-Logo-Horizontal1080.png%20no%20background.png,https://www.facebook.com/JurrensFuneralHomes,/reviews/,,No reivews given- removew fb review button,20,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=20,https://review.funeralservicesurvey.com/reviews.html?client_code=20,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=20,,,,Jan Jacobsen,0034O00002uXG0X,0054O00000AC2qi,7014O000001BBqs,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=20,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jurrens Funeral Home of George,0014O000029lgEm,FALSE,https://search.google.com/local/writereview?placeid=ChIJAzjFYhZqjIcRMqmkgalrH2w,https://info.preplanafuneral.com/rs/852-LNK-689/images/JFH-Logo-Horizontal1080.png%20no%20background.png,https://www.facebook.com/JurrensFuneralHomes,/reviews/,,No reivews given- removew fb review button,21,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=21,https://review.funeralservicesurvey.com/reviews.html?client_code=21,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=21,,,,Jan Jacobsen,0034O00002uXBc3,0054O00000AC2qi,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=21,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jurrens Funeral Home of Hills,0014O000029msIf,FALSE,https://search.google.com/local/writereview?placeid=ChIJcTNLCtADjIcRVpJK7yrdcG4,https://info.preplanafuneral.com/rs/852-LNK-689/images/JFH-Logo-Horizontal1080.png%20no%20background.png,https://www.facebook.com/JurrensFuneralHomes,/reviews/,,No reivews given- removew fb review button,22,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=22,https://review.funeralservicesurvey.com/reviews.html?client_code=22,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=22,,,,Jan Jacobsen,0034O00002uXFzk,0054O00000AC2qi,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=22,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jurrens Funeral Home of Larchwood,0014O000029msI6,FALSE,https://search.google.com/local/writereview?placeid=ChIJV8YX0d6njocRMpLecidXNVQ,https://info.preplanafuneral.com/rs/852-LNK-689/images/JFH-Logo-Horizontal1080.png%20no%20background.png,https://www.facebook.com/JurrensFuneralHomes,/reviews/,,No reivews given- removew fb review button,23,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=23,https://review.funeralservicesurvey.com/reviews.html?client_code=23,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=23,,,,Jan Jacobsen,0034O00002uXFzj,0054O00000AC2qi,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=23,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jurrens Funeral Home of Little Rock,0014O000029msIV,FALSE,https://search.google.com/local/writereview?placeid=ChIJv02EuG1ljIcRp2XhL28CrFo,https://info.preplanafuneral.com/rs/852-LNK-689/images/JFH-Logo-Horizontal1080.png%20no%20background.png,https://www.facebook.com/JurrensFuneralHomes,/reviews/,,No reivews given- removew fb review button,24,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=24,https://review.funeralservicesurvey.com/reviews.html?client_code=24,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=24,,,,Jan Jacobsen,0034O00002uXG0,0054O00000AC2qi,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=24,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Jurrens Funeral Home of Rock Rapids,0014O000029msHS,FALSE,https://search.google.com/local/writereview?placeid=ChIJR31upQkRjIcR9wPhR0LJ4Lk,https://info.preplanafuneral.com/rs/852-LNK-689/images/JFH-Logo-Horizontal1080.png%20no%20background.png,https://www.facebook.com/JurrensFuneralHomes,/reviews/,,No reivews given- removew fb review button,25,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=25,https://review.funeralservicesurvey.com/reviews.html?client_code=25,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=25,,,,Jan Jacobsen,0034O00002uXG0W,0054O00000AC2qi,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=25,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Keeling and Goodman Funeral Home,001U0000006gRvu,FALSE,https://search.google.com/local/writereview?placeid=ChIJ2TMQ2ogQeogR9mDyacm7S7Y,https://info.preplanafuneral.com/rs/852-LNK-689/images/Keeling%20Goodman%20Logo%20.png,https://www.facebook.com/keelingandgoodmanfuneralhome,/reviews/,https://www.facebook.com/keelingandgoodmanfuneralhome/reviews/,,86,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=86,https://review.funeralservicesurvey.com/reviews.html?client_code=86,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=86,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=86,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Kerr Brothers Funeral Home - Harrodsburg Rd - Lexington,001U000000VUicO,FALSE,https://search.google.com/local/writereview?placeid=ChIJu6jWZiddQogRoRUSfPjse7E,https://info.preplanafuneral.com/rs/852-LNK-689/images/Kerr%20Brothers%20Logo%20no%201905.jpeg,https://www.facebook.com/kerrbrothers,/reviews/,,,26,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=26,https://review.funeralservicesurvey.com/reviews.html?client_code=26,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=26,,,,Kelly Mead,003U000001T0BDs,0054O000006tmQg,701U0000000CICa,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=26,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Kerr Brothers Funeral Home - Main St. - Lexington,001U000000noaPJ,FALSE,https://search.google.com/local/writereview?placeid=ChIJKz269-dEQogR248OS4-mwRw,https://info.preplanafuneral.com/rs/852-LNK-689/images/Kerr%20Brothers%20Logo%20no%201905.jpeg,https://www.facebook.com/kerrbrothers,/reviews/,,,27,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=27,https://review.funeralservicesurvey.com/reviews.html?client_code=27,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=27,,,,Kelly Mead,0030B00002PuMf6,0054O000006tmQg,701U0000000CJR7,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=27,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
L Harold Poole Funeral Service - Knightdale,001U000000nZQ9P,FALSE,https://search.google.com/local/writereview?placeid=ChIJy2ovChlFrIkRIg66CA_lNqs,https://info.preplanafuneral.com/rs/852-LNK-689/images/L%20Harold%20Poole.png,https://www.facebook.com/LHaroldPooleFuneralHome,/reviews/,https://www.facebook.com/LHaroldPooleFuneralHome/reviews/,,28,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=28,https://review.funeralservicesurvey.com/reviews.html?client_code=28,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=28,,,,Duane Cutlip,0030B00001tIyvi,0054O0000091TxG,701U00000007pgJ,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=28,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
L.A Muhelisen Funeral Home- Kenner,0010B000024bbpo,FALSE,https://search.google.com/local/writereview?placeid=ChIJFRhuLTy3IIYRrO7KsuZFgmQ,https://info.preplanafuneral.com/rs/852-LNK-689/images/L.%20A.%20Muhleisen%20Logo.png,https://www.facebook.com/LAMuhleisenandSonFH,/reviews/,https://www.facebook.com/LAMuhleisenandSonFH/reviews/,,87,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=87,https://review.funeralservicesurvey.com/reviews.html?client_code=87,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=87,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=87,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Lane Funeral Home- Ashland Terrace,0010B00001w0OuQ,FALSE,https://search.google.com/local/writereview?placeid=ChIJXZOPYflfYIgRvcfpOvagbAI,https://info.preplanafuneral.com/rs/852-LNK-689/images/Lane.Ashland.Terrace.png,https://www.facebook.com/LaneFH,/reviews/,https://www.facebook.com/LaneFH/reviews/,,201,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=201,,,,,,,April Prestwood,0034O000033iNp2,0054O000009PT3G,7014O000001Jfhb,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=201,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Langley Funeral Home - Camp Hill,0010B0000208xhT,FALSE,https://search.google.com/local/writereview?placeid=ChIJyaOI-8VkjIgR5uBNUiDI2No,https://info.preplanafuneral.com/rs/852-LNK-689/images/Langley%20Logo.png,https://www.facebook.com/langleyfh,/reviews/,https://www.facebook.com/langleyfh/reviews/,,29,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=29,https://review.funeralservicesurvey.com/reviews.html?client_code=29,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=29,,,,Kim Anderson,0030B00002F7d21,0054O000009L3BL,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=29,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Lawrence Sorenson- Jackson,001U000000Wmdtv,FALSE,https://search.google.com/local/writereview?placeid=ChIJ9z1wEfCgfogRiAGTBUmvKHs,https://info.preplanafuneral.com/rs/852-LNK-689/images/Lawrence-Sorensen%20New%20Logo.png,https://www.facebook.com/profile.php?id=100039790193049,/reviews/,,No reviews given,88,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=88,https://review.funeralservicesurvey.com/reviews.html?client_code=88,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=88,,,,Marcy Ronk,,0054O000008r18A,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=88,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
Lawrence Sorenson- North Chapel,0014O00002McqA4,FALSE,https://search.google.com/local/writereview?placeid=ChIJ_S13WuitfogRkhvvittopSg,https://info.preplanafuneral.com/rs/852-LNK-689/images/Lawrence-Sorensen%20New%20Logo.png,https://www.facebook.com/profile.php?id=100076956237292,,https://www.facebook.com/profile.php?id=100076956237292&sk=reviews,,209,,,,,,,,,,,Marcy Ronk,0034O00002xDkzN,0054O000008r18A,,,,,,,,,,,
Lowe Funeral Home - Burlington,001U000000ijKuc,FALSE,https://search.google.com/local/writereview?placeid=ChIJz7VFJ2ApU4gRxhdIZohAras,https://info.preplanafuneral.com/rs/852-LNK-689/images/Lowe%20Logo.png,https://www.facebook.com/lowefuneralhome,/reviews/,https://www.facebook.com/lowefuneralhome/reviews/,,30,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=30,https://review.funeralservicesurvey.com/reviews.html?client_code=30,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=30,,,,Jimmy Sawyer,0030B00002643kz,0054O0000091V3Z,701U0000000CJFf,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=30,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
May & Smith Funeral Directors - Sandersville,0010B0000208xhV,FALSE,https://search.google.com/local/writereview?placeid=ChIJ91B0hJgu94gRJ0pizS636KQ,https://info.preplanafuneral.com/rs/852-LNK-689/images/May%20%26%20Smith%20-%20Logo.png,https://www.facebook.com/mayandsmith,/reviews/,,No reviews given,92,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=92,https://review.funeralservicesurvey.com/reviews.html?client_code=92,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=92,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=92,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
M L Ford & Sons Funeral Home - Lake Wylie,0010B0000208xtPQAQ,FALSE,https://search.google.com/local/writereview?placeid=ChIJVf6lrXyRVogR8zSFDXwTiog,https://info.preplanafuneral.com/rs/852-LNK-689/images/ML%20Ford%20Logo%20from%20FB.jpeg,https://www.facebook.com/ML-Ford-Sons-Funeral-Home-170426389660392,/reviews/,https://www.facebook.com/ML-Ford-Sons-Funeral-Home-170426389660392/reviews/,,139,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=139,https://review.funeralservicesurvey.com/reviews.html?client_code=139,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=139,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=139,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
M.L. Ford & Sons Funeral Home - Clover,0010B00001pLq8oQAC,FALSE,https://search.google.com/local/writereview?placeid=ChIJo1ibN7TtVogRkRKecH49UUY,https://info.preplanafuneral.com/rs/852-LNK-689/images/ML%20Ford%20Logo%20from%20FB.jpeg,https://www.facebook.com/ML-Ford-Sons-Funeral-Home-170426389660392,/reviews/,https://www.facebook.com/ML-Ford-Sons-Funeral-Home-170426389660392/reviews/,,140,https://info.preplanafuneral.com/reviews.html?client_code=,https://review.funeralservicesurvey.com/reviews.html?client_code=,,https://info.preplanafuneral.com/reviews.html?client_code=140,https://review.funeralservicesurvey.com/reviews.html?client_code=140,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=140,,,,,,,,,,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=,https://info.preplanafuneral.com/GWLW-Signup.html?client_code=140,,,,,,https://info.preplanafuneral.com/Survey-pt1.html?client_code=
